0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
989.487,439.118,0.861657,889.412,527.255,0.8174929999999999,833.385,530.36,0.7408159999999999,812.874,674.512,0.73267,948.267,589.163,0.782658
989.443,439.142,0.854574,892.26,527.303,0.8154939999999999,833.363,530.349,0.7381449999999999,812.927,671.612,0.748881,951.229,594.978,0.831337
989.456,441.95,0.8521519999999999,889.442,527.352,0.822801,833.33,530.342,0.735991,815.794,671.578,0.7434729999999999,954.043,597.997,0.862416
989.46,439.17,0.854216,892.346,527.31,0.815377,833.388,530.324,0.739872,815.862,671.666,0.7372639999999999,954.137,600.811,0.873906
989.462,441.938,0.853557,895.253,527.281,0.819637,833.491,530.291,0.754115,821.645,671.676,0.7322329999999999,954.23,598.1,0.864354
989.451,441.95,0.8530869999999999,898.151,527.277,0.826966,836.303,530.302,0.755119,821.709,671.699,0.729811,954.243,598.103,0.86811
989.442,441.994,0.849193,895.257,527.284,0.822334,833.505,530.295,0.756469,824.608,674.541,0.706217,957.065,598.033,0.85223
989.449,442.06,0.842787,898.186,527.298,0.834225,836.351,530.282,0.7578539999999999,830.435,677.417,0.727668,957.166,597.94,0.8301379999999999
989.485,444.878,0.8440829999999999,895.274,527.325,0.8321219999999999,836.292,530.306,0.762467,830.448,677.485,0.728022,960.012,595.055,0.800883
992.31,444.928,0.846656,895.299,527.358,0.83894,836.288,530.33,0.761929,830.479,677.51,0.7278779999999999,960.035,592.061,0.7645609999999999
992.311,444.959,0.8456849999999999,895.3,527.362,0.8366389999999999,836.289,530.326,0.7648800000000001,830.449,677.45,0.729645,960.038,589.095,0.770434
992.325,447.864,0.850972,898.13,527.346,0.835237,836.314,530.283,0.7675879999999999,830.447,677.456,0.734522,957.137,586.252,0.790802
992.312,447.923,0.847538,895.231,527.378,0.8348700000000001,836.309,530.304,0.7658729999999999,830.405,677.492,0.72723,954.25,589.189,0.826256
992.306,450.74,0.846664,898.123,527.392,0.840383,836.349,530.295,0.7629239999999999,827.538,677.516,0.7112959999999999,954.177,589.183,0.8401679999999999
992.341,450.816,0.8560989999999999,898.184,527.391,0.845976,836.376,530.31,0.760107,827.477,680.432,0.709691,954.136,589.164,0.8478289999999999
1301.34,503.736,0.8773479999999999,1233.58,506.783,0.892098,1166.12,506.632,0.821272,1089.45,621.542,0.906592,1166.02,709.844,0.874421
1301.34,503.736,0.8768809999999999,1233.58,506.774,0.8912359999999999,1166.11,506.625,0.8196789999999999,1089.39,621.535,0.8993909999999999,1166.02,709.853,0.8723019999999999
992.354,453.639,0.863729,895.278,527.464,0.839131,836.313,530.376,0.761108,827.536,680.417,0.7190719999999999,954.199,589.139,0.8313119999999999
1301.33,503.745,0.8778859999999999,1230.83,506.786,0.8890549999999999,1166.12,506.64,0.8217700000000001,1089.51,621.537,0.912225,1166.03,709.875,0.876625
1301.32,503.744,0.8771019999999999,1230.83,506.774,0.8888659999999999,1166.11,506.626,0.8236100000000001,1089.55,621.551,0.916268,1166.03,709.856,0.876737
989.466,453.739,0.8671179999999999,895.292,527.461,0.841228,836.329,530.338,0.763477,824.602,683.325,0.7169329999999999,954.047,589.153,0.848754
989.448,453.777,0.8712139999999999,895.285,527.452,0.841359,836.315,530.328,0.763396,824.606,683.328,0.7147629999999999,954.017,589.184,0.850472
989.413,453.805,0.869184,898.126,527.435,0.8405819999999999,836.351,530.339,0.76561,824.568,683.33,0.716324,953.991,592.029,0.8545849999999999
989.439,453.799,0.874486,898.157,527.41,0.8423729999999999,836.381,530.313,0.765556,824.609,683.335,0.716529,953.999,589.193,0.8533149999999999
989.421,453.768,0.867401,898.184,527.386,0.842463,836.449,530.293,0.7647189999999999,827.525,683.302,0.719368,951.295,589.108,0.853224
989.393,453.8,0.8676309999999999,898.214,527.345,0.839082,836.485,530.237,0.7545689999999999,827.56,680.447,0.728008,954.02,586.173,0.861267
989.419,453.782,0.8656619999999999,892.334,527.302,0.808587,836.44,530.224,0.7431829999999999,827.498,683.282,0.719486,951.278,586.224,0.8532179999999999
989.439,453.795,0.8665579999999999,895.245,527.333,0.813367,836.415,530.219,0.7496339999999999,821.72,683.331,0.708518,951.243,586.222,0.8460869999999999
989.448,453.779,0.866483,892.307,527.358,0.810344,836.395,530.233,0.7566649999999999,821.69,680.418,0.7158979999999999,951.246,586.201,0.850034
989.454,453.768,0.8673869999999999,892.359,527.305,0.8051189999999999,836.359,530.232,0.750555,818.758,683.308,0.7194809999999999,951.258,586.223,0.8542649999999999
992.314,453.77,0.870033,892.347,527.287,0.805723,836.364,530.246,0.7520100000000001,818.772,683.285,0.7250479999999999,951.291,586.173,0.848221
992.341,453.797,0.877775,895.275,527.254,0.812695,836.391,527.442,0.753614,818.728,683.332,0.723667,951.258,586.232,0.849619
1301.3,503.713,0.8667809999999999,1230.84,506.765,0.8825069999999999,1166.07,506.658,0.824815,1089.48,621.527,0.899944,1163.17,706.855,0.866262
1301.31,503.718,0.868305,1230.81,506.767,0.882506,1166.07,506.67,0.821962,1089.47,621.507,0.89531,1163.2,709.747,0.8733489999999999
992.351,456.53,0.8835179999999999,898.15,527.257,0.8259409999999999,836.392,527.42,0.751409,827.58,683.335,0.729645,951.272,589.125,0.8476349999999999
992.349,456.539,0.8860129999999999,898.122,527.295,0.826162,836.354,530.215,0.757033,827.594,683.315,0.731781,953.997,589.144,0.849949
992.337,456.536,0.885064,898.227,527.303,0.835561,836.462,527.428,0.755911,827.587,686.244,0.745304,954.026,586.256,0.8580059999999999
1301.3,503.714,0.865912,1233.57,506.756,0.8888119999999999,1166.1,506.65,0.8196509999999999,1089.53,621.465,0.899724,1165.91,709.837,0.8592909999999999
1301.3,503.712,0.8648509999999999,1233.58,506.768,0.8893449999999999,1166.1,506.665,0.817696,1089.49,621.506,0.9105869999999999,1165.94,709.766,0.869641
1298.53,503.72,0.866189,1233.57,506.777,0.8877029999999999,1166.09,506.654,0.821364,1089.54,621.545,0.921538,1165.95,709.784,0.8633639999999999
1301.31,503.681,0.8613149999999999,1233.59,506.755,0.894334,1166.1,506.654,0.822367,1089.51,621.534,0.9180109999999999,1165.99,709.813,0.873099
1301.31,503.667,0.860004,1233.58,506.749,0.892166,1166.1,506.675,0.818234,1089.47,621.506,0.909376,1165.96,709.845,0.8818849999999999
1301.32,500.867,0.843059,1230.82,506.725,0.884544,1166.08,506.672,0.821155,1089.53,621.537,0.9096609999999999,1165.92,709.818,0.883689
1301.32,500.787,0.8315939999999999,1233.57,506.687,0.885309,1166.1,506.621,0.8199139999999999,1089.51,621.372,0.884282,1163.19,709.78,0.8822829999999999
1298.53,500.775,0.822986,1233.58,506.675,0.889122,1166.1,506.625,0.819707,1089.48,618.605,0.869325,1163.14,706.866,0.866541
1298.46,500.767,0.817731,1233.59,506.668,0.8898229999999999,1166.09,506.617,0.820623,1089.55,621.462,0.9074369999999999,1163.12,706.911,0.848034
1298.45,500.771,0.8185359999999999,1233.59,506.695,0.8922279999999999,1166.08,506.63,0.8237169999999999,1089.47,621.51,0.9019659999999999,1165.93,706.917,0.82157
1298.43,500.75,0.8156909999999999,1233.6,506.694,0.8949419999999999,1166.09,506.638,0.825927,1089.43,621.506,0.898376,1165.91,706.865,0.8221149999999999
1298.4,500.731,0.811647,1233.61,506.675,0.8922439999999999,1166.1,506.625,0.821137,1089.56,621.454,0.903063,1163.06,701.001,0.842864
1298.46,497.939,0.812944,1233.62,506.685,0.894597,1166.09,506.651,0.8200500000000001,1089.53,621.482,0.9005829999999999,1160.16,695.267,0.858802
1298.47,497.919,0.8136289999999999,1233.58,506.704,0.891806,1166.07,506.691,0.8241229999999999,1089.43,621.648,0.883535,1163.06,698.094,0.879477
1298.46,497.885,0.8120539999999999,1233.59,506.682,0.8929900000000001,1166.06,506.688,0.824363,1089.42,621.638,0.8830429999999999,1163.11,698.021,0.893424
1298.41,497.855,0.8055019999999999,1233.63,506.651,0.898566,1166.1,506.623,0.8177500000000001,1089.55,621.409,0.902976,1163.01,695.109,0.90551
1295.57,494.972,0.804429,1233.61,506.65,0.897955,1166.08,506.613,0.819469,1089.51,618.565,0.8710939999999999,1163.1,692.274,0.928704
1295.49,492.053,0.8038900000000001,1233.59,506.624,0.888261,1166.07,506.638,0.822195,1089.48,621.443,0.8941100000000001,1165.93,695.015,0.8789
1292.64,491.989,0.80352,1233.6,506.646,0.8910939999999999,1166.08,506.67,0.8164079999999999,1089.4,621.448,0.891022,1163.2,692.247,0.9077379999999999
1292.64,491.976,0.804993,1233.58,506.654,0.886995,1166.05,506.676,0.814058,1089.39,621.415,0.8854559999999999,1163.1,692.014,0.9032939999999999
1292.6,489.131,0.808295,1233.59,503.904,0.8903679999999999,1166.07,503.915,0.817816,1089.42,621.372,0.878973,1163.16,689.19,0.89446
1289.73,489.132,0.810923,1233.61,503.901,0.89463,1166.07,506.637,0.81686,1086.6,618.61,0.8686600000000001,1165.95,689.096,0.890242
1289.71,489.117,0.8138989999999999,1233.61,503.878,0.894901,1166.07,506.617,0.8201149999999999,1086.59,618.636,0.869556,1166.1,680.436,0.864933
1289.69,489.105,0.820844,1230.83,506.627,0.8849100000000001,1166.01,506.681,0.818986,1086.58,621.468,0.8892869999999999,1171.95,689.141,0.8229339999999999
1289.63,486.228,0.8366,1233.56,503.91,0.886718,1166.02,506.634,0.8172079999999999,1086.58,621.478,0.883351,1180.73,683.282,0.779133
1286.79,486.177,0.8543900000000001,1233.59,503.886,0.892172,1166.04,506.64,0.822565,1089.39,621.424,0.8830800000000001,1174.9,674.547,0.8234889999999999
1286.74,486.163,0.866517,1233.58,503.892,0.8916189999999999,1166.03,503.907,0.8222039999999999,1089.4,621.423,0.8837659999999999,1174.84,671.725,0.849356
1286.65,486.077,0.886875,1233.59,503.898,0.901144,1166.05,503.89,0.8236829999999999,1086.55,621.446,0.879197,1180.77,674.52,0.845579
1286.65,483.335,0.8977919999999999,1233.58,503.88,0.8950929999999999,1166.03,503.877,0.828002,1089.43,621.482,0.8917700000000001,1186.51,674.526,0.8551639999999999
1286.65,483.344,0.896301,1233.57,503.876,0.893666,1166.04,503.888,0.829357,1089.39,621.435,0.885192,1186.67,680.348,0.8538500000000001
1286.69,483.356,0.888691,1233.56,503.862,0.8930319999999999,1166.03,503.877,0.8288300000000001,1089.43,621.459,0.8925409999999999,1186.6,680.421,0.84921
1286.69,486.073,0.8850389999999999,1230.83,503.885,0.889635,1166.02,503.897,0.826186,1089.38,621.494,0.887898,1186.52,680.369,0.835638
1286.7,486.08,0.8815489999999999,1233.57,503.873,0.893778,1166.03,503.901,0.825731,1086.57,621.412,0.874709,1180.69,674.506,0.832387
1286.7,483.357,0.886172,1233.58,503.87,0.895399,1166.05,503.894,0.827274,1086.59,621.411,0.8801100000000001,1177.84,674.524,0.844756
1286.71,483.355,0.883822,1233.57,503.866,0.8911439999999999,1166.03,503.893,0.8268709999999999,1086.52,621.425,0.8757889999999999,1174.88,674.486,0.8459500000000001
1286.72,483.339,0.886215,1233.57,503.885,0.8926229999999999,1166.04,503.905,0.825643,1086.51,621.435,0.8713909999999999,1177.81,674.517,0.835352
1286.71,483.346,0.8874900000000001,1233.58,503.868,0.8900309999999999,1166.04,503.868,0.8238519999999999,1086.53,621.443,0.8762639999999999,1180.74,674.578,0.828839
1286.68,483.35,0.888392,1233.56,503.891,0.8949300000000001,1166.04,503.879,0.828803,1086.48,621.397,0.877278,1177.85,671.716,0.8514649999999999
1286.72,483.307,0.8951279999999999,1233.56,503.923,0.895,1166.04,503.902,0.8310700000000001,1086.48,621.374,0.8696800000000001,1171.87,671.699,0.848949
1286.7,483.283,0.903554,1233.56,503.911,0.8975879999999999,1166.03,503.884,0.828673,1086.48,621.398,0.8717729999999999,1180.68,674.468,0.850532
1286.71,483.258,0.908586,1233.59,503.89,0.892992,1166.03,503.873,0.830977,1083.66,621.427,0.881791,1174.91,671.692,0.8498359999999999
1286.65,483.285,0.9128989999999999,1230.78,503.92,0.883662,1165.99,503.872,0.8331400000000001,1080.7,621.437,0.879834,1177.76,671.456,0.8723369999999999
1286.68,483.274,0.907617,1230.74,503.883,0.8820859999999999,1165.96,503.916,0.833602,1086.48,621.466,0.862821,1186.54,674.46,0.834808
1283.94,483.239,0.918682,1230.79,503.887,0.8896029999999999,1165.99,503.899,0.8336169999999999,1083.66,618.637,0.847283,1169.08,671.495,0.900821
1283.94,483.239,0.917646,1230.8,503.873,0.891671,1166.0,503.903,0.830854,1086.56,609.786,0.832849,1169.01,671.531,0.876647
1283.93,483.225,0.927064,1230.77,503.857,0.8862049999999999,1165.96,506.619,0.832407,1083.57,618.578,0.863015,1174.91,671.604,0.868207
1283.94,483.218,0.924709,1230.77,503.866,0.884559,1165.96,506.641,0.8310639999999999,1080.65,621.385,0.874068,1180.76,671.687,0.874282
1286.66,483.224,0.9222739999999999,1230.77,503.891,0.887092,1165.97,506.643,0.831347,1083.57,618.595,0.854139,1174.89,671.542,0.884419
1286.66,483.231,0.9191389999999999,1230.77,503.888,0.890249,1165.97,503.917,0.833417,1083.62,618.579,0.8473229999999999,1183.72,674.459,0.871545
860.077,518.523,0.85233,715.632,621.474,0.6706000000000001,668.686,648.013,0.601721,759.807,912.938,0.665118,945.235,821.701,0.575665
860.081,518.498,0.852053,715.703,621.402,0.677674,668.635,645.085,0.615706,756.959,912.913,0.6660100000000001,954.113,818.752,0.633035
860.101,518.482,0.8509300000000001,715.648,621.482,0.685021,668.607,647.973,0.613561,756.915,915.819,0.684865,957.079,824.617,0.5775779999999999
1286.67,483.238,0.9181469999999999,1230.82,503.859,0.889269,1166.0,503.908,0.83677,1086.58,618.615,0.8607849999999999,1183.6,680.364,0.842668
1286.69,483.22,0.9152349999999999,1230.83,503.864,0.890053,1166.02,503.905,0.833942,1089.38,621.36,0.869606,1183.7,680.369,0.860343
1286.67,483.23,0.9145129999999999,1233.58,503.862,0.895412,1166.05,503.901,0.8317589999999999,1089.39,621.386,0.8787969999999999,1186.48,680.371,0.8712909999999999
1286.69,483.225,0.912929,1233.57,503.879,0.894994,1166.06,503.902,0.8301379999999999,1089.4,621.368,0.874759,1186.5,677.491,0.870594
1286.69,483.231,0.914623,1233.57,503.878,0.892682,1166.06,503.907,0.827325,1089.41,621.369,0.8781129999999999,1186.55,680.349,0.881215
1286.69,483.237,0.9142579999999999,1233.58,503.891,0.8951549999999999,1166.07,503.916,0.829626,1089.42,621.356,0.875613,1186.49,680.42,0.870297
1286.7,483.231,0.9145629999999999,1233.59,503.877,0.8995719999999999,1166.08,503.902,0.82925,1089.43,618.635,0.876925,1186.67,683.352,0.8957959999999999
1286.74,483.168,0.913696,1233.6,503.852,0.89931,1166.07,503.907,0.833479,1089.46,621.38,0.887401,1186.55,680.42,0.883381
1286.74,483.17,0.914416,1233.59,503.856,0.894706,1166.07,503.915,0.8283600000000001,1089.46,621.38,0.8856569999999999,1186.69,683.344,0.8635919999999999
1286.74,483.165,0.91378,1233.6,503.867,0.899516,1166.06,506.615,0.8271229999999999,1089.44,621.369,0.8797039999999999,1186.6,680.418,0.8465739999999999
1286.75,483.16,0.912211,1233.61,503.861,0.901866,1166.07,503.916,0.8318089999999999,1089.45,621.375,0.881537,1186.55,680.39,0.861814
1286.76,483.166,0.9144479999999999,1233.6,503.842,0.899415,1166.07,503.912,0.834279,1089.46,621.362,0.8786839999999999,1186.56,683.368,0.88451
1289.6,483.186,0.894099,1233.61,503.867,0.9007529999999999,1166.07,506.622,0.826917,1089.45,621.368,0.8786600000000001,1186.64,683.382,0.890771
1289.63,483.158,0.89387,1233.61,503.849,0.899488,1166.07,506.617,0.831216,1089.46,621.379,0.882509,1186.57,683.338,0.886342
1289.71,483.148,0.883675,1233.62,503.855,0.896825,1166.08,506.62,0.8260639999999999,1089.47,621.382,0.884652,1186.6,680.381,0.869988
1292.54,483.154,0.878556,1233.62,503.851,0.898871,1166.06,506.632,0.827772,1089.46,621.39,0.884474,1186.7,683.366,0.862636
1292.56,483.148,0.8779279999999999,1233.63,503.861,0.900519,1166.06,506.641,0.8306749999999999,1089.48,621.401,0.8897839999999999,1186.7,683.372,0.879393
1292.54,483.144,0.8791500000000001,1233.63,503.85,0.9032119999999999,1166.08,506.612,0.834581,1089.49,621.394,0.8923669999999999,1186.53,686.244,0.880949
1292.56,483.144,0.876879,1233.63,503.879,0.907057,1166.06,506.625,0.836237,1089.48,621.384,0.8880359999999999,1186.66,686.254,0.905806
1292.59,483.159,0.874867,1233.62,503.864,0.900782,1166.05,506.644,0.8368089999999999,1089.5,621.378,0.8886489999999999,1186.59,683.373,0.894964
1292.58,483.153,0.878354,1233.61,503.868,0.89997,1166.06,506.641,0.834314,1089.51,621.384,0.8916700000000001,1186.58,680.45,0.892304
1292.57,483.174,0.8780429999999999,1233.62,503.855,0.90031,1166.07,506.645,0.831764,1089.5,621.399,0.895447,1186.55,680.434,0.8890929999999999
989.384,456.569,0.8873519999999999,901.031,521.432,0.781879,839.322,524.334,0.73201,818.778,686.315,0.722437,936.482,580.263,0.838397
986.446,453.799,0.868064,895.231,515.577,0.767312,836.445,524.411,0.736918,815.889,686.253,0.720822,945.206,577.465,0.8235389999999999
980.674,453.699,0.8624200000000001,898.241,518.496,0.8024939999999999,839.304,524.428,0.745095,812.765,680.366,0.716911,945.261,583.221,0.7883600000000001
980.568,450.84,0.865041,901.138,521.438,0.8312069999999999,839.355,527.286,0.7555200000000001,809.872,674.506,0.7271059999999999,939.36,594.985,0.7908649999999999
977.796,450.758,0.861482,901.159,521.397,0.825028,839.333,524.433,0.747066,806.923,671.636,0.726899,930.713,600.812,0.86177
977.678,444.972,0.8847069999999999,901.169,515.629,0.8230379999999999,839.285,524.322,0.7385079999999999,801.109,671.47,0.694162,933.515,600.956,0.83601
977.576,442.005,0.9092749999999999,903.931,515.526,0.840595,839.354,521.464,0.740155,798.099,668.724,0.692858,930.498,603.832,0.850151
1292.56,483.267,0.862524,1233.62,503.923,0.9001469999999999,1166.05,506.677,0.8323,1089.41,621.405,0.880965,1189.58,680.407,0.825572
974.616,439.043,0.9183929999999999,903.925,512.687,0.83957,839.29,515.603,0.741644,786.46,659.789,0.69289,918.772,615.664,0.79573
968.879,436.266,0.880861,903.975,515.54,0.844576,839.35,518.512,0.740895,786.345,653.969,0.685429,907.112,621.352,0.863937
1289.73,483.276,0.867014,1233.61,503.922,0.899806,1166.05,506.677,0.833754,1089.43,621.405,0.882477,1189.49,680.405,0.8362149999999999
957.127,436.185,0.9054639999999999,901.056,512.692,0.80622,836.378,518.55,0.761612,783.389,651.021,0.652349,901.078,621.468,0.8462409999999999
1289.7,483.236,0.8794719999999999,1233.61,506.622,0.896663,1166.05,506.696,0.8300500000000001,1089.43,621.422,0.8917,1189.53,683.308,0.852579
1289.71,483.242,0.877257,1233.61,506.614,0.897069,1166.06,506.7,0.828762,1089.43,621.44,0.898571,1189.47,683.349,0.860655
1292.54,483.224,0.8780009999999999,1233.61,506.617,0.9007529999999999,1166.06,506.699,0.827831,1089.43,621.44,0.897988,1186.71,686.203,0.861212
1292.54,483.203,0.8812439999999999,1233.6,506.62,0.9030549999999999,1166.06,506.7,0.8303149999999999,1089.42,621.448,0.897724,1189.5,686.261,0.8654609999999999
